user_id,age,current_city,target_cities,persona,monthly_income,dependents_count,priority_1,priority_2,priority_3,has_children,years_experience
62,27,Bengaluru,Chennai|Mumbai,early_career,76152,0,livability,growth,affordability,False,2.1
63,31,Chennai,Mumbai|Pune|Bengaluru,family_focused,230949,1,livability,safety,pollution,True,9.7
64,29,Delhi,Chennai|Mumbai,early_career,69656,1,job_market,affordability,growth,False,1.3
65,39,Delhi,Chennai|Mumbai,family_focused,89530,1,healthcare,livability,safety,True,10.2
66,23,Chennai,Pune|Delhi|Hyderabad,early_career,58925,0,job_market,affordability,schools,False,2.0
67,32,Bengaluru,Pune|Mumbai|Hyderabad,family_focused,247744,3,livability,healthcare,schools,True,19.2
68,37,Chennai,Delhi|Mumbai|Pune|Bengaluru,family_focused,235707,2,safety,healthcare,schools,True,19.7
69,29,Chennai,Hyderabad|Pune,early_career,78136,0,livability,schools,infrastructure,False,4.4
70,30,Hyderabad,Chennai|Bengaluru|Mumbai,early_career,47588,0,schools,livability,affordability,False,0.5
71,24,Hyderabad,Bengaluru|Chennai,early_career,39149,0,livability,affordability,growth,False,2.2
72,30,Chennai,Bengaluru|Delhi,early_career,80160,0,affordability,safety,growth,False,2.0
73,26,Pune,Bengaluru|Delhi,budget_focused,34326,1,infrastructure,healthcare,livability,True,19.8
74,27,Delhi,Hyderabad|Chennai|Mumbai,early_career,76841,0,growth,infrastructure,job_market,False,4.8
75,23,Bengaluru,Chennai|Mumbai,early_career,78269,0,job_market,growth,livability,False,0.8
76,25,Delhi,Mumbai|Pune,budget_focused,49668,3,schools,infrastructure,pollution,True,5.4
77,25,Hyderabad,Pune|Delhi|Bengaluru|Mumbai,budget_focused,55526,1,infrastructure,pollution,schools,True,18.3
78,24,Mumbai,Bengaluru|Delhi|Hyderabad,budget_focused,32363,0,job_market,pollution,infrastructure,False,6.0
79,26,Mumbai,Hyderabad|Chennai,early_career,76093,0,healthcare,livability,job_market,False,4.0
80,28,Pune,Hyderabad|Chennai,early_career,65351,1,livability,affordability,safety,False,0.8
81,26,Hyderabad,Delhi|Pune|Chennai|Bengaluru,early_career,45324,0,job_market,safety,infrastructure,False,0.2
82,45,Chennai,Bengaluru|Pune|Delhi,family_focused,252958,1,livability,safety,healthcare,True,14.8
83,24,Chennai,Delhi|Mumbai,early_career,34311,0,infrastructure,livability,growth,False,4.9
84,42,Chennai,Pune|Mumbai|Delhi|Hyderabad,budget_focused,82300,2,infrastructure,job_market,affordability,False,21.4
85,42,Hyderabad,Bengaluru|Mumbai,family_focused,111965,1,livability,schools,safety,True,11.7
86,44,Delhi,Pune|Hyderabad|Mumbai|Chennai,budget_focused,43894,2,schools,pollution,job_market,True,7.2
87,46,Hyderabad,Mumbai|Pune|Bengaluru,budget_focused,83185,0,affordability,schools,job_market,False,12.2
88,43,Pune,Delhi|Bengaluru|Hyderabad|Mumbai,family_focused,193780,1,safety,schools,livability,True,17.5
89,40,Mumbai,Delhi|Pune,family_focused,82674,4,livability,safety,healthcare,True,15.4
90,29,Pune,Bengaluru|Mumbai|Hyderabad,budget_focused,73292,0,affordability,infrastructure,pollution,False,13.4
91,29,Bengaluru,Delhi|Chennai|Mumbai,family_focused,166672,4,infrastructure,livability,schools,True,9.1
92,35,Bengaluru,Delhi|Pune|Chennai,family_focused,165972,2,livability,schools,safety,True,8.6
93,33,Chennai,Mumbai|Delhi,family_focused,75641,3,healthcare,livability,schools,False,17.8
94,27,Chennai,Bengaluru|Mumbai|Pune,early_career,50629,0,job_market,growth,affordability,False,4.7
95,36,Bengaluru,Mumbai|Chennai,budget_focused,25274,1,infrastructure,job_market,growth,False,15.2
96,40,Hyderabad,Mumbai|Bengaluru|Pune|Chennai,family_focused,131515,3,safety,healthcare,schools,False,14.1
97,28,Bengaluru,Pune|Mumbai|Hyderabad,early_career,77681,0,affordability,growth,livability,False,0.2
98,35,Pune,Bengaluru|Mumbai|Chennai|Delhi,family_focused,80266,1,healthcare,livability,safety,True,16.3
99,37,Hyderabad,Delhi|Mumbai,family_focused,94857,1,healthcare,schools,livability,True,12.5
100,31,Hyderabad,Chennai|Mumbai,budget_focused,72726,1,job_market,affordability,safety,True,18.2
101,30,Pune,Delhi|Mumbai|Bengaluru,early_career,65180,0,affordability,livability,growth,False,3.6
102,23,Hyderabad,Bengaluru|Pune|Mumbai,early_career,53657,0,affordability,safety,growth,False,1.9
103,27,Pune,Hyderabad|Chennai,early_career,67239,0,affordability,job_market,safety,False,3.5
104,25,Mumbai,Pune|Delhi,early_career,57482,0,growth,safety,livability,False,1.7
105,26,Delhi,Pune|Chennai|Mumbai,early_career,75978,0,livability,growth,healthcare,False,2.7
106,29,Pune,Bengaluru|Chennai,early_career,82948,0,affordability,growth,livability,False,2.5
107,26,Delhi,Chennai|Mumbai|Hyderabad|Pune,early_career,79304,0,job_market,infrastructure,livability,False,1.4
108,40,Pune,Delhi|Bengaluru,budget_focused,66302,0,pollution,safety,livability,False,2.9
109,40,Mumbai,Bengaluru|Pune,family_focused,228808,3,schools,safety,healthcare,True,13.1
110,26,Chennai,Hyderabad|Pune|Bengaluru,early_career,59789,0,affordability,growth,livability,False,4.8
111,44,Chennai,Delhi|Pune|Bengaluru,family_focused,129605,2,infrastructure,schools,affordability,True,16.0
112,45,Hyderabad,Bengaluru|Chennai|Mumbai,budget_focused,92374,3,safety,infrastructure,healthcare,False,5.8
113,22,Bengaluru,Delhi|Pune|Hyderabad|Chennai,early_career,54606,0,healthcare,growth,affordability,False,3.4
114,29,Bengaluru,Pune|Chennai,budget_focused,49399,0,infrastructure,affordability,job_market,False,13.4
115,45,Chennai,Mumbai|Hyderabad|Pune,family_focused,257307,2,safety,job_market,livability,True,15.9
116,31,Pune,Mumbai|Hyderabad,budget_focused,54057,2,infrastructure,job_market,pollution,False,18.9
117,43,Pune,Chennai|Bengaluru|Mumbai,family_focused,264790,1,safety,schools,affordability,False,16.4
118,24,Mumbai,Delhi|Hyderabad|Bengaluru|Pune,early_career,82574,0,growth,job_market,livability,False,1.1
119,22,Mumbai,Chennai|Bengaluru,early_career,64075,0,safety,schools,infrastructure,False,1.7
120,26,Delhi,Hyderabad|Bengaluru|Chennai,budget_focused,28468,1,pollution,infrastructure,job_market,True,13.9
121,23,Chennai,Hyderabad|Delhi|Bengaluru,early_career,33753,0,job_market,healthcare,growth,False,0.0
122,29,Hyderabad,Bengaluru|Chennai,family_focused,151617,2,healthcare,livability,schools,True,6.1
123,30,Bengaluru,Hyderabad|Mumbai|Delhi,budget_focused,38500,1,affordability,job_market,pollution,False,11.0
124,46,Hyderabad,Delhi|Pune|Bengaluru,budget_focused,55138,2,affordability,infrastructure,pollution,True,19.2
125,27,Hyderabad,Chennai|Pune|Mumbai,early_career,34837,0,growth,affordability,safety,False,2.8
126,34,Hyderabad,Delhi|Bengaluru,budget_focused,51378,0,schools,healthcare,infrastructure,False,6.7
127,47,Hyderabad,Bengaluru|Chennai|Mumbai,budget_focused,22278,0,affordability,infrastructure,job_market,False,18.6
128,23,Chennai,Hyderabad|Pune|Bengaluru,early_career,72969,0,healthcare,livability,pollution,False,1.6
129,28,Chennai,Delhi|Pune|Hyderabad,early_career,50095,0,livability,growth,affordability,False,2.5
130,28,Delhi,Mumbai|Pune,family_focused,92864,3,safety,livability,job_market,False,9.2
131,27,Mumbai,Bengaluru|Chennai|Pune,early_career,56522,0,job_market,livability,affordability,False,4.8
132,30,Delhi,Mumbai|Bengaluru|Pune,early_career,59467,0,livability,growth,healthcare,False,0.9
133,31,Delhi,Pune|Hyderabad|Mumbai,family_focused,195666,2,pollution,safety,schools,True,15.2
134,29,Chennai,Pune|Mumbai,early_career,61012,0,growth,schools,livability,False,2.3
135,42,Hyderabad,Pune|Chennai,family_focused,68159,2,livability,safety,healthcare,True,17.5
136,44,Pune,Mumbai|Chennai,family_focused,122335,3,safety,growth,healthcare,False,18.6
137,22,Pune,Hyderabad|Mumbai,early_career,83632,0,safety,pollution,livability,False,2.6
138,26,Mumbai,Chennai|Pune|Delhi,early_career,70124,0,livability,affordability,growth,False,1.7
139,31,Mumbai,Chennai|Pune|Delhi,family_focused,70072,3,schools,safety,livability,True,17.7
140,30,Hyderabad,Pune|Mumbai,early_career,62387,0,job_market,livability,schools,False,4.7
141,29,Bengaluru,Chennai|Pune,early_career,59035,1,job_market,livability,affordability,False,5.0
142,30,Mumbai,Chennai|Bengaluru|Hyderabad|Delhi,early_career,60963,0,growth,affordability,livability,False,3.9
143,22,Delhi,Chennai|Pune|Bengaluru,early_career,47228,0,livability,job_market,affordability,False,4.7
144,43,Delhi,Bengaluru|Pune|Mumbai|Chennai,budget_focused,54680,0,affordability,job_market,pollution,False,14.2
145,32,Chennai,Hyderabad|Pune,family_focused,264661,3,healthcare,safety,schools,True,14.3
146,40,Chennai,Hyderabad|Delhi|Mumbai|Bengaluru,family_focused,246384,4,livability,schools,safety,True,5.7
147,39,Delhi,Hyderabad|Pune|Bengaluru,budget_focused,91570,1,growth,infrastructure,pollution,True,9.5
148,27,Bengaluru,Hyderabad|Delhi|Mumbai|Chennai,early_career,73177,0,affordability,growth,pollution,False,1.0
149,36,Pune,Delhi|Hyderabad,budget_focused,78435,0,infrastructure,safety,affordability,False,18.9
150,45,Bengaluru,Hyderabad|Pune|Mumbai,budget_focused,82984,2,pollution,affordability,growth,True,13.7
151,28,Pune,Mumbai|Bengaluru,early_career,33437,0,livability,affordability,job_market,False,3.6
152,29,Mumbai,Delhi|Pune|Chennai,early_career,82426,0,livability,affordability,job_market,False,5.0
153,24,Chennai,Hyderabad|Delhi|Bengaluru,early_career,60895,0,livability,affordability,job_market,False,4.8
154,45,Delhi,Mumbai|Bengaluru|Chennai|Pune,family_focused,253631,4,livability,safety,affordability,True,18.5
155,29,Pune,Mumbai|Hyderabad|Bengaluru,early_career,82176,0,growth,livability,job_market,False,1.4
156,28,Mumbai,Bengaluru|Pune|Hyderabad,early_career,81948,0,infrastructure,affordability,growth,False,4.5
157,29,Pune,Bengaluru|Hyderabad,early_career,46899,0,livability,affordability,pollution,False,0.9
158,30,Bengaluru,Chennai|Hyderabad|Mumbai,family_focused,242750,1,livability,infrastructure,schools,True,6.4
159,40,Delhi,Bengaluru|Hyderabad|Pune,family_focused,92491,3,safety,schools,job_market,True,5.6
160,27,Hyderabad,Mumbai|Pune,early_career,52936,0,affordability,livability,schools,False,0.1
161,36,Bengaluru,Mumbai|Delhi|Chennai,family_focused,155865,2,infrastructure,livability,safety,True,17.7
162,45,Chennai,Delhi|Pune,budget_focused,38095,2,infrastructure,job_market,safety,True,9.5
163,23,Pune,Mumbai|Bengaluru,early_career,61275,1,livability,affordability,growth,False,3.9
164,44,Delhi,Chennai|Hyderabad|Mumbai|Bengaluru,budget_focused,78993,2,job_market,affordability,infrastructure,True,12.8
165,27,Delhi,Pune|Chennai|Mumbai|Bengaluru,early_career,67591,0,growth,livability,affordability,False,4.6
166,27,Hyderabad,Bengaluru|Mumbai|Chennai,early_career,36967,0,job_market,affordability,livability,False,3.3
167,25,Mumbai,Hyderabad|Pune,early_career,69863,0,job_market,growth,livability,False,3.9
168,46,Chennai,Delhi|Bengaluru|Mumbai|Pune,budget_focused,73455,2,job_market,pollution,growth,True,5.9
169,36,Chennai,Bengaluru|Pune|Hyderabad|Delhi,budget_focused,74151,3,growth,affordability,job_market,True,21.2
170,27,Mumbai,Chennai|Hyderabad|Pune,early_career,73410,0,livability,schools,affordability,False,3.4
171,29,Pune,Mumbai|Chennai,early_career,59284,0,job_market,affordability,livability,False,0.3
172,37,Hyderabad,Chennai|Pune,budget_focused,40040,1,job_market,affordability,infrastructure,True,13.7
173,22,Pune,Mumbai|Chennai,early_career,66274,0,growth,healthcare,livability,False,3.2
174,23,Pune,Chennai|Delhi|Mumbai,early_career,80139,0,job_market,growth,affordability,False,4.7
175,32,Chennai,Delhi|Mumbai|Hyderabad,budget_focused,73432,1,infrastructure,pollution,affordability,True,16.5
176,29,Pune,Delhi|Chennai,early_career,83206,0,livability,job_market,affordability,False,3.3
177,24,Hyderabad,Mumbai|Pune,early_career,64964,0,schools,affordability,job_market,False,3.1
178,39,Hyderabad,Chennai|Bengaluru,budget_focused,60380,0,pollution,infrastructure,affordability,False,13.3
179,43,Chennai,Mumbai|Pune,family_focused,231044,2,safety,healthcare,infrastructure,True,5.1
180,28,Chennai,Bengaluru|Mumbai,family_focused,221031,2,livability,healthcare,pollution,True,8.3
181,25,Bengaluru,Hyderabad|Mumbai,early_career,80129,0,job_market,schools,growth,False,3.7
182,44,Bengaluru,Hyderabad|Chennai|Mumbai,family_focused,209195,3,safety,healthcare,growth,True,13.2
183,22,Bengaluru,Chennai|Pune,early_career,43435,0,growth,affordability,livability,False,1.1
184,45,Bengaluru,Chennai|Pune|Mumbai,family_focused,136602,3,healthcare,affordability,schools,True,10.6
185,41,Mumbai,Pune|Chennai|Hyderabad,family_focused,230709,2,safety,affordability,job_market,True,9.4
186,41,Chennai,Mumbai|Bengaluru|Pune,budget_focused,55167,1,pollution,job_market,affordability,True,17.5
187,41,Hyderabad,Mumbai|Pune,budget_focused,43343,1,pollution,infrastructure,affordability,True,18.3
188,38,Pune,Hyderabad|Bengaluru|Chennai,budget_focused,74046,0,affordability,pollution,job_market,False,6.9
189,44,Pune,Mumbai|Hyderabad|Bengaluru|Chennai,budget_focused,74601,2,pollution,healthcare,infrastructure,True,16.7
190,40,Hyderabad,Pune|Mumbai|Delhi,family_focused,261464,4,safety,job_market,affordability,True,9.6
191,30,Bengaluru,Pune|Hyderabad|Chennai,early_career,75245,0,safety,infrastructure,livability,False,0.4
192,36,Delhi,Hyderabad|Pune,family_focused,209833,1,healthcare,livability,schools,True,7.4
193,29,Hyderabad,Delhi|Bengaluru|Pune,budget_focused,43665,1,pollution,livability,infrastructure,True,17.6
194,31,Chennai,Delhi|Hyderabad,family_focused,110557,2,livability,safety,affordability,True,6.8
195,38,Chennai,Delhi|Pune|Hyderabad,family_focused,154391,2,infrastructure,safety,healthcare,True,13.4
196,28,Hyderabad,Pune|Mumbai,family_focused,179488,1,healthcare,schools,safety,True,14.5
197,26,Pune,Mumbai|Chennai|Hyderabad|Delhi,early_career,66697,0,safety,affordability,schools,False,3.8
198,30,Mumbai,Delhi|Pune,family_focused,200111,3,schools,livability,affordability,True,13.4
199,39,Chennai,Hyderabad|Pune|Bengaluru,budget_focused,31299,0,affordability,infrastructure,job_market,False,5.3
200,38,Hyderabad,Pune|Bengaluru,family_focused,148382,3,healthcare,schools,livability,False,6.1
201,31,Mumbai,Pune|Chennai|Delhi,family_focused,182300,4,safety,livability,growth,True,17.7
202,24,Hyderabad,Delhi|Mumbai,early_career,47979,0,affordability,job_market,livability,False,1.1
203,38,Chennai,Pune|Hyderabad|Bengaluru,family_focused,146533,3,healthcare,schools,safety,False,18.9
204,25,Delhi,Pune|Mumbai|Hyderabad,early_career,61271,0,affordability,job_market,growth,False,3.8
205,39,Pune,Delhi|Hyderabad|Bengaluru,family_focused,101524,1,job_market,schools,safety,False,16.1
206,31,Hyderabad,Chennai|Mumbai|Pune,family_focused,181453,3,job_market,schools,livability,True,17.8
207,23,Mumbai,Bengaluru|Pune,early_career,79746,0,livability,affordability,growth,False,2.1
208,41,Pune,Hyderabad|Delhi|Bengaluru,budget_focused,53469,1,infrastructure,affordability,job_market,True,21.1
209,44,Chennai,Delhi|Mumbai|Bengaluru,budget_focused,37966,1,pollution,infrastructure,affordability,True,15.6
210,25,Bengaluru,Delhi|Mumbai,early_career,70626,0,job_market,growth,livability,False,3.9
211,38,Bengaluru,Chennai|Pune|Hyderabad|Delhi,budget_focused,24845,2,healthcare,affordability,growth,True,12.7
212,29,Hyderabad,Pune|Bengaluru|Mumbai|Delhi,budget_focused,76604,2,safety,livability,growth,False,3.0
213,33,Delhi,Chennai|Mumbai,budget_focused,56005,1,schools,affordability,infrastructure,True,1.1
214,43,Mumbai,Delhi|Bengaluru|Chennai,family_focused,68384,1,livability,safety,schools,False,9.7
215,24,Hyderabad,Pune|Chennai|Mumbai,early_career,77272,0,schools,affordability,growth,False,3.1
216,34,Bengaluru,Hyderabad|Delhi|Pune,budget_focused,63572,2,job_market,affordability,pollution,True,13.2
217,45,Mumbai,Chennai|Delhi,family_focused,237949,3,livability,safety,healthcare,True,14.7
218,28,Pune,Chennai|Hyderabad|Mumbai,early_career,64003,0,growth,job_market,affordability,False,4.6
219,30,Delhi,Mumbai|Bengaluru|Pune,budget_focused,35092,2,growth,infrastructure,affordability,True,13.6
220,46,Mumbai,Chennai|Pune|Bengaluru|Delhi,budget_focused,55111,1,infrastructure,healthcare,job_market,False,4.6
221,44,Hyderabad,Pune|Delhi|Chennai,family_focused,263081,2,livability,safety,schools,True,9.2
222,25,Hyderabad,Chennai|Bengaluru,early_career,78326,0,pollution,healthcare,livability,False,4.4
223,47,Pune,Chennai|Hyderabad,budget_focused,31141,0,affordability,job_market,infrastructure,False,19.6
224,44,Chennai,Delhi|Hyderabad|Mumbai|Pune,budget_focused,46475,0,growth,infrastructure,affordability,False,2.3
225,23,Hyderabad,Mumbai|Pune|Bengaluru,early_career,40015,0,job_market,affordability,growth,False,0.4
226,24,Chennai,Hyderabad|Delhi,early_career,37463,0,growth,job_market,livability,False,4.9
227,29,Mumbai,Pune|Bengaluru|Hyderabad,early_career,42618,0,growth,job_market,healthcare,False,0.6
228,27,Hyderabad,Pune|Delhi|Chennai,early_career,36830,0,growth,affordability,livability,False,4.3
229,27,Chennai,Delhi|Hyderabad,early_career,45306,0,affordability,healthcare,livability,False,3.9
230,33,Hyderabad,Chennai|Mumbai|Bengaluru,budget_focused,26159,1,affordability,pollution,schools,True,18.3
231,38,Pune,Chennai|Hyderabad|Delhi|Mumbai,budget_focused,31224,1,job_market,affordability,infrastructure,False,1.9
232,39,Chennai,Pune|Delhi|Mumbai,family_focused,245219,2,healthcare,safety,growth,False,12.2
233,22,Pune,Chennai|Bengaluru|Hyderabad,early_career,57078,0,safety,job_market,schools,False,4.1
234,36,Hyderabad,Pune|Chennai,budget_focused,32309,1,affordability,job_market,infrastructure,True,14.9
235,27,Bengaluru,Chennai|Pune|Hyderabad,early_career,60561,0,livability,job_market,growth,False,4.8
236,32,Bengaluru,Mumbai|Pune|Hyderabad|Delhi,family_focused,209644,1,safety,livability,healthcare,True,7.6
237,41,Delhi,Pune|Bengaluru,budget_focused,49486,0,infrastructure,affordability,job_market,False,2.1
238,28,Hyderabad,Pune|Mumbai|Bengaluru|Chennai,early_career,39829,0,growth,affordability,schools,False,1.5
239,23,Chennai,Delhi|Bengaluru|Pune|Mumbai,early_career,57236,0,affordability,safety,job_market,False,3.8
240,43,Chennai,Hyderabad|Delhi|Bengaluru,family_focused,174774,2,safety,schools,livability,False,10.1
241,36,Bengaluru,Chennai|Hyderabad,family_focused,99546,1,safety,affordability,livability,True,17.6
242,35,Pune,Chennai|Mumbai,family_focused,214559,2,healthcare,safety,schools,True,18.8
243,35,Bengaluru,Pune|Delhi|Hyderabad|Mumbai,family_focused,148274,1,livability,healthcare,schools,True,18.9
244,22,Pune,Chennai|Mumbai|Bengaluru,early_career,44745,0,job_market,affordability,livability,False,1.7
245,27,Bengaluru,Delhi|Mumbai,early_career,78436,0,affordability,infrastructure,job_market,False,4.7
246,32,Chennai,Mumbai|Pune,budget_focused,53802,2,infrastructure,job_market,affordability,True,8.3
247,24,Chennai,Delhi|Bengaluru,budget_focused,35558,1,pollution,infrastructure,affordability,False,20.6
248,30,Mumbai,Bengaluru|Pune,early_career,38795,0,livability,job_market,affordability,False,4.6
249,29,Mumbai,Pune|Chennai,early_career,71151,0,affordability,job_market,growth,False,4.1
250,45,Bengaluru,Delhi|Hyderabad,family_focused,260472,2,healthcare,schools,livability,True,18.4
251,44,Delhi,Hyderabad|Mumbai|Chennai,family_focused,102268,2,safety,livability,healthcare,True,17.3
252,32,Hyderabad,Bengaluru|Chennai|Delhi,family_focused,74728,1,healthcare,schools,safety,True,10.3
253,35,Delhi,Pune|Bengaluru|Chennai|Mumbai,family_focused,135260,1,safety,healthcare,schools,False,11.0
254,27,Pune,Delhi|Mumbai|Chennai,early_career,31832,0,livability,growth,affordability,False,1.1
255,29,Hyderabad,Mumbai|Chennai|Delhi|Bengaluru,early_career,81483,0,growth,healthcare,livability,False,1.5
256,28,Hyderabad,Chennai|Bengaluru,early_career,29553,0,affordability,growth,livability,False,0.6
257,37,Hyderabad,Bengaluru|Pune|Chennai,family_focused,241449,2,pollution,schools,healthcare,True,17.4
258,22,Mumbai,Delhi|Bengaluru,early_career,80034,0,affordability,job_market,healthcare,False,1.8
259,44,Bengaluru,Mumbai|Pune|Chennai,budget_focused,23223,2,pollution,safety,infrastructure,True,5.3
260,23,Mumbai,Chennai|Pune,early_career,60044,0,affordability,job_market,livability,False,4.9
261,35,Chennai,Mumbai|Pune|Bengaluru,budget_focused,69321,0,schools,pollution,infrastructure,False,15.6
262,34,Chennai,Bengaluru|Delhi|Pune,family_focused,87762,2,livability,schools,safety,True,8.8
263,25,Mumbai,Delhi|Bengaluru|Chennai,early_career,37587,0,growth,livability,job_market,False,2.1
264,36,Chennai,Mumbai|Hyderabad,budget_focused,25665,1,job_market,pollution,infrastructure,True,18.6
