query_id,user_id,compared_cities,persona,selected_city,query_date
113,113,Bengaluru|Delhi|Pune|Hyderabad|Chennai,early_career,Pune,2024-11-02
114,114,Bengaluru|Pune|Chennai,budget_focused,Pune,2023-08-20
115,115,Chennai|Mumbai|Hyderabad|Pune,family_focused,Pune,2024-04-25
116,116,Pune|Mumbai|Hyderabad,budget_focused,Mumbai,2023-09-06
117,117,Pune|Chennai|Bengaluru|Mumbai,family_focused,Chennai,2023-11-19
118,118,Mumbai|Delhi|Hyderabad|Bengaluru|Pune,early_career,Pune,2024-06-01
119,119,Mumbai|Chennai|Bengaluru,early_career,Bengaluru,2024-03-07
120,120,Delhi|Hyderabad|Bengaluru|Chennai,budget_focused,Hyderabad,2024-03-04
121,121,Chennai|Hyderabad|Delhi|Bengaluru,early_career,Hyderabad,2024-06-20
122,122,Hyderabad|Bengaluru|Chennai,family_focused,Bengaluru,2024-01-02
123,123,Bengaluru|Hyderabad|Mumbai|Delhi,budget_focused,Hyderabad,2024-01-05
124,124,Hyderabad|Delhi|Pune|Bengaluru,budget_focused,Pune,2024-08-10
125,125,Hyderabad|Chennai|Pune|Mumbai,early_career,Chennai,2023-04-24
126,126,Hyderabad|Delhi|Bengaluru,budget_focused,Bengaluru,2024-03-14
127,127,Hyderabad|Bengaluru|Chennai|Mumbai,budget_focused,Chennai,2023-02-04
128,128,Chennai|Hyderabad|Pune|Bengaluru,early_career,Hyderabad,2024-06-21
129,129,Chennai|Delhi|Pune|Hyderabad,early_career,Hyderabad,2024-01-09
130,130,Delhi|Mumbai|Pune,family_focused,Pune,2024-12-28
131,131,Mumbai|Bengaluru|Chennai|Pune,early_career,Bengaluru,2024-07-16
132,132,Delhi|Mumbai|Bengaluru|Pune,early_career,Bengaluru,2024-12-26
133,133,Delhi|Pune|Hyderabad|Mumbai,family_focused,Pune,2024-05-16
134,134,Chennai|Pune|Mumbai,early_career,Pune,2023-03-17
135,135,Hyderabad|Pune|Chennai,family_focused,Chennai,2024-11-29
136,136,Pune|Mumbai|Chennai,family_focused,Chennai,2024-06-23
137,137,Pune|Hyderabad|Mumbai,early_career,Mumbai,2023-09-10
138,138,Mumbai|Chennai|Pune|Delhi,early_career,Chennai,2023-02-06
139,139,Mumbai|Chennai|Pune|Delhi,family_focused,Pune,2024-09-01
140,140,Hyderabad|Pune|Mumbai,early_career,Mumbai,2023-06-17
141,141,Bengaluru|Chennai|Pune,early_career,Pune,2024-09-29
142,142,Mumbai|Chennai|Bengaluru|Hyderabad|Delhi,early_career,Bengaluru,2023-11-06
143,143,Delhi|Chennai|Pune|Bengaluru,early_career,Chennai,2024-06-23
144,144,Delhi|Bengaluru|Pune|Mumbai|Chennai,budget_focused,Mumbai,2024-03-19
145,145,Chennai|Hyderabad|Pune,family_focused,Pune,2023-08-24
146,146,Chennai|Hyderabad|Delhi|Mumbai|Bengaluru,family_focused,Bengaluru,2023-08-02
147,147,Delhi|Hyderabad|Pune|Bengaluru,budget_focused,Bengaluru,2023-03-26
148,148,Bengaluru|Hyderabad|Delhi|Mumbai|Chennai,early_career,Chennai,2023-03-06
149,149,Pune|Delhi|Hyderabad,budget_focused,Hyderabad,2024-09-18
150,150,Bengaluru|Hyderabad|Pune|Mumbai,budget_focused,Pune,2023-12-18
151,151,Pune|Mumbai|Bengaluru,early_career,Bengaluru,2024-05-05
152,152,Mumbai|Delhi|Pune|Chennai,early_career,Pune,2024-04-07
153,153,Chennai|Hyderabad|Delhi|Bengaluru,early_career,Hyderabad,2023-11-09
154,154,Delhi|Mumbai|Bengaluru|Chennai|Pune,family_focused,Bengaluru,2024-04-10
155,155,Pune|Mumbai|Hyderabad|Bengaluru,early_career,Mumbai,2023-10-30
156,156,Mumbai|Bengaluru|Pune|Hyderabad,early_career,Bengaluru,2024-11-12
157,157,Pune|Bengaluru|Hyderabad,early_career,Bengaluru,2024-03-07
158,158,Bengaluru|Chennai|Hyderabad|Mumbai,family_focused,Hyderabad,2024-10-07
159,159,Delhi|Bengaluru|Hyderabad|Pune,family_focused,Hyderabad,2023-09-02
160,160,Hyderabad|Mumbai|Pune,early_career,Pune,2024-06-16
161,161,Bengaluru|Mumbai|Delhi|Chennai,family_focused,Chennai,2023-04-22
162,162,Chennai|Delhi|Pune,budget_focused,Delhi,2023-06-26
163,163,Pune|Mumbai|Bengaluru,early_career,Mumbai,2023-04-11
164,164,Delhi|Chennai|Hyderabad|Mumbai|Bengaluru,budget_focused,Bengaluru,2024-08-26
165,165,Delhi|Pune|Chennai|Mumbai|Bengaluru,early_career,Bengaluru,2024-06-20
166,166,Hyderabad|Bengaluru|Mumbai|Chennai,early_career,Bengaluru,2023-10-24
167,167,Mumbai|Hyderabad|Pune,early_career,Hyderabad,2023-09-06
168,168,Chennai|Delhi|Bengaluru|Mumbai|Pune,budget_focused,Bengaluru,2023-03-16
169,169,Chennai|Bengaluru|Pune|Hyderabad|Delhi,budget_focused,Hyderabad,2023-06-17
170,170,Mumbai|Chennai|Hyderabad|Pune,early_career,Chennai,2023-12-21
171,171,Pune|Mumbai|Chennai,early_career,Mumbai,2024-06-14
172,172,Hyderabad|Chennai|Pune,budget_focused,Pune,2023-08-29
173,173,Pune|Mumbai|Chennai,early_career,Mumbai,2023-12-10
174,174,Pune|Chennai|Delhi|Mumbai,early_career,Delhi,2024-12-02
175,175,Chennai|Delhi|Mumbai|Hyderabad,budget_focused,Hyderabad,2023-06-02
176,176,Pune|Delhi|Chennai,early_career,Delhi,2024-05-22
177,177,Hyderabad|Mumbai|Pune,early_career,Mumbai,2024-04-26
178,178,Hyderabad|Chennai|Bengaluru,budget_focused,Bengaluru,2023-08-09
179,179,Chennai|Mumbai|Pune,family_focused,Pune,2024-12-23
180,180,Chennai|Bengaluru|Mumbai,family_focused,Mumbai,2023-07-01
181,181,Bengaluru|Hyderabad|Mumbai,early_career,Mumbai,2024-10-02
182,182,Bengaluru|Hyderabad|Chennai|Mumbai,family_focused,Chennai,2024-04-25
183,183,Bengaluru|Chennai|Pune,early_career,Chennai,2024-03-14
184,184,Bengaluru|Chennai|Pune|Mumbai,family_focused,Chennai,2023-12-11
185,185,Mumbai|Pune|Chennai|Hyderabad,family_focused,Chennai,2024-10-07
186,186,Chennai|Mumbai|Bengaluru|Pune,budget_focused,Pune,2023-03-11
187,187,Hyderabad|Mumbai|Pune,budget_focused,Pune,2023-02-17
188,188,Pune|Hyderabad|Bengaluru|Chennai,budget_focused,Hyderabad,2023-10-14
189,189,Pune|Mumbai|Hyderabad|Bengaluru|Chennai,budget_focused,Hyderabad,2024-06-25
190,190,Hyderabad|Pune|Mumbai|Delhi,family_focused,Mumbai,2023-10-01
191,191,Bengaluru|Pune|Hyderabad|Chennai,early_career,Pune,2024-01-16
192,192,Delhi|Hyderabad|Pune,family_focused,Pune,2023-01-15
193,193,Hyderabad|Delhi|Bengaluru|Pune,budget_focused,Bengaluru,2023-06-17
194,194,Chennai|Delhi|Hyderabad,family_focused,Hyderabad,2023-05-17
195,195,Chennai|Delhi|Pune|Hyderabad,family_focused,Pune,2023-07-28
196,196,Hyderabad|Pune|Mumbai,family_focused,Pune,2024-09-02
197,197,Pune|Mumbai|Chennai|Hyderabad|Delhi,early_career,Hyderabad,2023-03-10
198,198,Mumbai|Delhi|Pune,family_focused,Pune,2023-03-20
199,199,Chennai|Hyderabad|Pune|Bengaluru,budget_focused,Pune,2024-08-27
200,200,Hyderabad|Pune|Bengaluru,family_focused,Bengaluru,2024-09-12
201,201,Mumbai|Pune|Chennai|Delhi,family_focused,Chennai,2023-04-05
202,202,Hyderabad|Delhi|Mumbai,early_career,Delhi,2023-03-08
203,203,Chennai|Pune|Hyderabad|Bengaluru,family_focused,Pune,2024-01-01
204,204,Delhi|Pune|Mumbai|Hyderabad,early_career,Pune,2023-04-27
205,205,Pune|Delhi|Hyderabad|Bengaluru,family_focused,Delhi,2024-04-29
206,206,Hyderabad|Chennai|Mumbai|Pune,family_focused,Chennai,2023-06-13
207,207,Mumbai|Bengaluru|Pune,early_career,Bengaluru,2023-09-25
208,208,Pune|Hyderabad|Delhi|Bengaluru,budget_focused,Hyderabad,2024-05-22
209,209,Chennai|Delhi|Mumbai|Bengaluru,budget_focused,Bengaluru,2023-11-04
210,210,Bengaluru|Delhi|Mumbai,early_career,Mumbai,2024-07-25
211,211,Bengaluru|Chennai|Pune|Hyderabad|Delhi,budget_focused,Chennai,2024-05-01
212,212,Hyderabad|Pune|Bengaluru|Mumbai|Delhi,budget_focused,Pune,2024-10-30
213,213,Delhi|Chennai|Mumbai,budget_focused,Chennai,2023-06-28
214,214,Mumbai|Delhi|Bengaluru|Chennai,family_focused,Chennai,2023-03-30
215,215,Hyderabad|Pune|Chennai|Mumbai,early_career,Pune,2023-07-02
216,216,Bengaluru|Hyderabad|Delhi|Pune,budget_focused,Hyderabad,2023-05-10
217,217,Mumbai|Chennai|Delhi,family_focused,Delhi,2024-09-25
218,218,Pune|Chennai|Hyderabad|Mumbai,early_career,Hyderabad,2023-04-16
219,219,Delhi|Mumbai|Bengaluru|Pune,budget_focused,Pune,2024-12-07
220,220,Mumbai|Chennai|Pune|Bengaluru|Delhi,budget_focused,Pune,2024-08-16
221,221,Hyderabad|Pune|Delhi|Chennai,family_focused,Pune,2023-07-11
222,222,Hyderabad|Chennai|Bengaluru,early_career,Bengaluru,2024-12-26
223,223,Pune|Chennai|Hyderabad,budget_focused,Hyderabad,2024-04-11
224,224,Chennai|Delhi|Hyderabad|Mumbai|Pune,budget_focused,Hyderabad,2023-11-14
225,225,Hyderabad|Mumbai|Pune|Bengaluru,early_career,Bengaluru,2023-08-04
226,226,Chennai|Hyderabad|Delhi,early_career,Delhi,2023-01-15
227,227,Mumbai|Pune|Bengaluru|Hyderabad,early_career,Hyderabad,2024-06-30
228,228,Hyderabad|Pune|Delhi|Chennai,early_career,Chennai,2024-04-11
229,229,Chennai|Delhi|Hyderabad,early_career,Hyderabad,2024-06-02
230,230,Hyderabad|Chennai|Mumbai|Bengaluru,budget_focused,Chennai,2023-11-01
231,231,Pune|Chennai|Hyderabad|Delhi|Mumbai,budget_focused,Chennai,2023-04-21
232,232,Chennai|Pune|Delhi|Mumbai,family_focused,Pune,2024-11-21
233,233,Pune|Chennai|Bengaluru|Hyderabad,early_career,Bengaluru,2024-08-14
234,234,Hyderabad|Pune|Chennai,budget_focused,Chennai,2024-07-07
235,235,Bengaluru|Chennai|Pune|Hyderabad,early_career,Hyderabad,2023-06-22
236,236,Bengaluru|Mumbai|Pune|Hyderabad|Delhi,family_focused,Hyderabad,2023-06-04
237,237,Delhi|Pune|Bengaluru,budget_focused,Bengaluru,2024-07-01
238,238,Hyderabad|Pune|Mumbai|Bengaluru|Chennai,early_career,Pune,2023-08-03
239,239,Chennai|Delhi|Bengaluru|Pune|Mumbai,early_career,Mumbai,2023-05-06
240,240,Chennai|Hyderabad|Delhi|Bengaluru,family_focused,Hyderabad,2024-11-16
241,241,Bengaluru|Chennai|Hyderabad,family_focused,Hyderabad,2024-06-21
242,242,Pune|Chennai|Mumbai,family_focused,Chennai,2024-04-26
243,243,Bengaluru|Pune|Delhi|Hyderabad|Mumbai,family_focused,Pune,2023-03-16
244,244,Pune|Chennai|Mumbai|Bengaluru,early_career,Bengaluru,2023-03-19
245,245,Bengaluru|Delhi|Mumbai,early_career,Mumbai,2024-11-18
246,246,Chennai|Mumbai|Pune,budget_focused,Pune,2023-07-03
247,247,Chennai|Delhi|Bengaluru,budget_focused,Delhi,2023-11-24
248,248,Mumbai|Bengaluru|Pune,early_career,Pune,2023-04-22
249,249,Mumbai|Pune|Chennai,early_career,Pune,2023-02-28
250,250,Bengaluru|Delhi|Hyderabad,family_focused,Hyderabad,2024-09-12
251,251,Delhi|Hyderabad|Mumbai|Chennai,family_focused,Chennai,2023-07-10
252,252,Hyderabad|Bengaluru|Chennai|Delhi,family_focused,Bengaluru,2024-12-08
253,253,Delhi|Pune|Bengaluru|Chennai|Mumbai,family_focused,Chennai,2024-01-22
254,254,Pune|Delhi|Mumbai|Chennai,early_career,Delhi,2024-09-07
255,255,Hyderabad|Mumbai|Chennai|Delhi|Bengaluru,early_career,Bengaluru,2023-01-01
256,256,Hyderabad|Chennai|Bengaluru,early_career,Bengaluru,2023-08-18
257,257,Hyderabad|Bengaluru|Pune|Chennai,family_focused,Bengaluru,2023-03-28
258,258,Mumbai|Delhi|Bengaluru,early_career,Delhi,2023-10-25
259,259,Bengaluru|Mumbai|Pune|Chennai,budget_focused,Pune,2024-11-20
260,260,Mumbai|Chennai|Pune,early_career,Pune,2023-06-14
261,261,Chennai|Mumbai|Pune|Bengaluru,budget_focused,Pune,2024-01-18
262,262,Chennai|Bengaluru|Delhi|Pune,family_focused,Pune,2024-03-07
263,263,Mumbai|Delhi|Bengaluru|Chennai,early_career,Chennai,2023-08-12
264,264,Chennai|Mumbai|Hyderabad,budget_focused,Hyderabad,2024-11-17
265,265,Chennai|Delhi|Hyderabad,early_career,Delhi,2023-04-26
266,266,Chennai|Delhi|Mumbai|Pune,family_focused,Pune,2024-01-03
267,267,Hyderabad|Mumbai|Delhi,budget_focused,Delhi,2024-02-19
268,268,Hyderabad|Bengaluru|Mumbai,family_focused,Bengaluru,2023-01-24
269,269,Mumbai|Chennai|Bengaluru|Delhi,early_career,Chennai,2023-02-19
270,270,Delhi|Mumbai|Bengaluru,early_career,Bengaluru,2024-05-12
271,271,Pune|Mumbai|Bengaluru|Chennai|Delhi,family_focused,Mumbai,2024-08-04
272,272,Chennai|Bengaluru|Mumbai|Delhi|Pune,budget_focused,Delhi,2024-07-15
273,273,Mumbai|Pune|Hyderabad|Delhi,early_career,Hyderabad,2024-08-13
274,274,Chennai|Delhi|Bengaluru,family_focused,Delhi,2024-07-12
275,275,Pune|Bengaluru|Delhi,early_career,Delhi,2024-05-02
276,276,Chennai|Mumbai|Pune,family_focused,Pune,2023-09-13
277,277,Hyderabad|Bengaluru|Chennai|Pune|Mumbai,budget_focused,Bengaluru,2023-01-01
278,278,Bengaluru|Chennai|Delhi,early_career,Chennai,2023-03-20
279,279,Pune|Hyderabad|Bengaluru|Chennai,family_focused,Bengaluru,2023-12-15
280,280,Pune|Delhi|Hyderabad|Bengaluru,early_career,Bengaluru,2024-05-16
281,281,Hyderabad|Mumbai|Pune|Bengaluru,early_career,Bengaluru,2024-12-04
282,282,Bengaluru|Delhi|Mumbai,early_career,Mumbai,2024-07-03
283,283,Bengaluru|Chennai|Pune|Delhi,budget_focused,Chennai,2023-12-13
284,284,Mumbai|Pune|Chennai|Hyderabad,budget_focused,Pune,2023-07-28
285,285,Delhi|Hyderabad|Mumbai,budget_focused,Hyderabad,2024-08-23
286,286,Bengaluru|Hyderabad|Pune|Delhi,budget_focused,Pune,2023-04-03
287,287,Mumbai|Hyderabad|Pune|Delhi,family_focused,Pune,2024-03-20
288,288,Delhi|Mumbai|Pune,early_career,Pune,2023-10-18
289,289,Pune|Bengaluru|Delhi|Hyderabad,budget_focused,Hyderabad,2023-11-02
290,290,Bengaluru|Delhi|Hyderabad,budget_focused,Hyderabad,2024-09-16
291,291,Chennai|Hyderabad|Bengaluru,family_focused,Hyderabad,2024-03-17
292,292,Hyderabad|Chennai|Pune,budget_focused,Chennai,2023-05-12
293,293,Chennai|Bengaluru|Delhi|Mumbai,family_focused,Delhi,2024-04-26
294,294,Bengaluru|Mumbai|Hyderabad,early_career,Hyderabad,2024-08-15
295,295,Delhi|Pune|Bengaluru,family_focused,Bengaluru,2023-11-21
296,296,Bengaluru|Chennai|Delhi,early_career,Chennai,2024-03-23
297,297,Pune|Mumbai|Hyderabad,family_focused,Mumbai,2024-09-08
298,298,Bengaluru|Hyderabad|Pune|Mumbai,early_career,Pune,2024-12-13
299,299,Delhi|Pune|Chennai,early_career,Pune,2024-11-27
300,300,Bengaluru|Pune|Hyderabad|Chennai|Delhi,early_career,Pune,2024-09-03
